label	[a1,a2,a3,a4,a6]	ord_p(N) for p in [2,3,5,7]
8467200.oc1	[0,0,0,-2263800,-1229312000]	8 3 2 2
8467200.od1	[0,0,0,-103950,-12096000]	8 3 2 2
8467200.oe1	[0,0,0,-735000,301840000]	8 3 2 2
8467200.of1	[0,0,0,-66150,8149680]	8 3 2 2
8467200.og1	[0,0,0,-66150,-8149680]	8 3 2 2
8467200.oh1	[0,0,0,-735000,-301840000]	8 3 2 2
8467200.oi1	[0,0,0,-7350,-301840]	8 3 2 2
8467200.oj1	[0,0,0,-6615000,-8149680000]	8 3 2 2
8467200.ok1	[0,0,0,-6615000,8149680000]	8 3 2 2
8467200.ol1	[0,0,0,-7350,301840]	8 3 2 2
8467200.om1	[0,0,0,-20374200,-33191424000]	8 3 2 2
8467200.on1	[0,0,0,-11550,-448000]	8 3 2 2
8467200.oo1	[0,0,0,-11550,448000]	8 3 2 2
8467200.op1	[0,0,0,-20374200,33191424000]	8 3 2 2
8467200.oq1	[0,0,0,-323400,70795200]	8 3 2 2
8467200.or1	[0,0,0,-18191250,29866725000]	8 3 2 2
8467200.os1	[0,0,0,-18191250,-29866725000]	8 3 2 2
8467200.ot1	[0,0,0,-323400,-70795200]	8 3 2 2
8467200.ou1	[0,0,0,-1065015000,13377699720000]	8 3 2 2
8467200.ov1	[0,0,0,-869400,312016320]	8 3 2 2
8467200.ow1	[0,0,0,-1183350,495470360]	8 3 2 2
8467200.ox1	[0,0,0,-603750,180565000]	8 3 2 2
8467200.oy1	[0,0,0,-1183350,-495470360]	8 3 2 2
8467200.oz1	[0,0,0,-603750,-180565000]	8 3 2 2
8467200.pa1	[0,0,0,-1065015000,-13377699720000]	8 3 2 2
8467200.pb1	[0,0,0,-869400,-312016320]	8 3 2 2
8467200.pc1	[0,0,0,-323400,-128968000]	8 3 2 2
8467200.pd1	[0,0,0,-323400,128968000]	8 3 2 2
8467200.pe1	[0,0,0,-2910600,3482136000]	8 3 2 2
8467200.pf1	[0,0,0,-2910600,-3482136000]	8 3 2 2
8467200.pg1	[0,0,0,-118335000,-495470360000]	8 3 2 2
8467200.ph1	[0,0,0,-96600,-11556160]	8 3 2 2
8467200.pi1	[0,0,0,-10650150,-13377699720]	8 3 2 2
8467200.pj1	[0,0,0,-5433750,-4875255000]	8 3 2 2
8467200.pk1	[0,0,0,-10650150,13377699720]	8 3 2 2
8467200.pl1	[0,0,0,-5433750,4875255000]	8 3 2 2
8467200.pm1	[0,0,0,-118335000,495470360000]	8 3 2 2
8467200.pn1	[0,0,0,-96600,11556160]	8 3 2 2
8467200.po1	[0,0,0,-2910600,-1911470400]	8 3 2 2
8467200.pp1	[0,0,0,-2021250,-1106175000]	8 3 2 2
8467200.pq1	[0,0,0,-2021250,1106175000]	8 3 2 2
8467200.pr1	[0,0,0,-2910600,1911470400]	8 3 2 2
8467200.ps1	[0,0,0,3439800,-2444904000]	8 3 2 2
8467200.pt1	[0,0,0,3439800,2444904000]	8 3 2 2
8467200.pu1	[0,0,0,382200,90552000]	8 3 2 2
8467200.pv1	[0,0,0,382200,-90552000]	8 3 2 2
8467200.pw1	[0,0,0,95550,203056000]	8 3 2 2
8467200.px1	[0,0,0,859950,5482512000]	8 3 2 2
8467200.py1	[0,0,0,-147000,-68600000]	8 3 2 2
8467200.pz1	[0,0,0,-13230,1852200]	8 3 2 2
8467200.qa1	[0,0,0,3439800,148176000]	8 3 2 2
8467200.qb1	[0,0,0,-2447550,1639197000]	8 3 2 2
8467200.qc1	[0,0,0,-271950,60711000]	8 3 2 2
8467200.qd1	[0,0,0,382200,5488000]	8 3 2 2
8467200.qe1	[0,0,0,-1470,68600]	8 3 2 2
8467200.qf1	[0,0,0,-1323000,-1852200000]	8 3 2 2
8467200.qg1	[0,0,0,-29400,1960000]	8 3 2 2
8467200.qh1	[0,0,0,-3241350,2268945000]	8 3 2 2
8467200.qi1	[0,0,0,-172200,27664000]	8 3 2 2
8467200.qj1	[0,0,0,-18985050,32024538000]	8 3 2 2
8467200.qk1	[0,0,0,463050,-194481000]	8 3 2 2
8467200.ql1	[0,0,0,4200,-168000]	8 3 2 2
8467200.qm1	[0,0,0,51450,-7203000]	8 3 2 2
8467200.qn1	[0,0,0,37800,-4536000]	8 3 2 2
8467200.qo1	[0,0,0,-1549800,746928000]	8 3 2 2
8467200.qp1	[0,0,0,-2109450,1186094000]	8 3 2 2
8467200.qq1	[0,0,0,-264600,52920000]	8 3 2 2
8467200.qr1	[0,0,0,-360150,84035000]	8 3 2 2
8467200.qs1	[0,0,0,-159553800,775997712000]	8 3 2 2
8467200.qt1	[0,0,0,-17728200,28740656000]	8 3 2 2
8467200.qu1	[0,0,0,-39888450,-96999714000]	8 3 2 2
8467200.qv1	[0,0,0,-4432050,-3592582000]	8 3 2 2
8467200.qw1	[0,0,0,-12965400,-18151560000]	8 3 2 2
8467200.qx1	[0,0,0,-7350,-245000]	8 3 2 2
8467200.qy1	[0,0,0,-75940200,-256196304000]	8 3 2 2
8467200.qz1	[0,0,0,-43050,-3458000]	8 3 2 2
8467200.ra1	[0,0,0,1050,21000]	8 3 2 2
8467200.rb1	[0,0,0,1852200,1555848000]	8 3 2 2
8467200.rc1	[0,0,0,9450,567000]	8 3 2 2
8467200.rd1	[0,0,0,205800,57624000]	8 3 2 2
8467200.re1	[0,0,0,-8437800,-9488752000]	8 3 2 2
8467200.rf1	[0,0,0,-387450,-93366000]	8 3 2 2
8467200.rg1	[0,0,0,-1440600,-672280000]	8 3 2 2
8467200.rh1	[0,0,0,-66150,-6615000]	8 3 2 2
8467200.ri1	[0,0,0,-36750,8575000]	8 3 2 2
8467200.rj1	[0,0,0,-52920,-14817600]	8 3 2 2
8467200.rk1	[0,0,0,859950,-18522000]	8 3 2 2
8467200.rl1	[0,0,0,-9790200,-13113576000]	8 3 2 2
8467200.rm1	[0,0,0,-1087800,-485688000]	8 3 2 2
8467200.rn1	[0,0,0,95550,-686000]	8 3 2 2
8467200.ro1	[0,0,0,-5880,-548800]	8 3 2 2
8467200.rp1	[0,0,0,-330750,231525000]	8 3 2 2
8467200.rq1	[0,0,0,382200,-1624448000]	8 3 2 2
8467200.rr1	[0,0,0,3439800,-43860096000]	8 3 2 2
8467200.rs1	[0,0,0,1124550,1168601000]	8 3 2 2
8467200.rt1	[0,0,0,10120950,31552227000]	8 3 2 2
8467200.ru1	[0,0,0,-53302200,149783984000]	8 3 2 2
8467200.rv1	[0,0,0,-2447550,1473822000]	8 3 2 2
8467200.rw1	[0,0,0,9450,5292000]	8 3 2 2
8467200.rx1	[0,0,0,205800,537824000]	8 3 2 2
8467200.ry1	[0,0,0,-1418550,-5540822000]	8 3 2 2
8467200.rz1	[0,0,0,1050,196000]	8 3 2 2
8467200.sa1	[0,0,0,-12766950,-149602194000]	8 3 2 2
8467200.sb1	[0,0,0,1852200,14521248000]	8 3 2 2
8467200.sc1	[0,0,0,-479719800,4044167568000]	8 3 2 2
8467200.sd1	[0,0,0,-271950,54586000]	8 3 2 2
8467200.se1	[0,0,0,-47250,-3969000]	8 3 2 2
8467200.sf1	[0,0,0,-1029000,-403368000]	8 3 2 2
8467200.sg1	[0,0,0,-5250,-147000]	8 3 2 2
8467200.sh1	[0,0,0,-9261000,-10890936000]	8 3 2 2
8467200.si1	[0,0,0,-1653750,-926100000]	8 3 2 2
8467200.sj1	[0,0,0,-29400,2195200]	8 3 2 2
8467200.sk1	[0,0,0,-264600,59270400]	8 3 2 2
8467200.sl1	[0,0,0,-183750,-34300000]	8 3 2 2
8467200.sm1	[0,0,0,-18139800,29739472000]	8 3 2 2
8467200.sn1	[0,0,0,-886200,321104000]	8 3 2 2
8467200.so1	[0,0,0,-97703550,371718018000]	8 3 2 2
8467200.sp1	[0,0,0,-7975800,8669808000]	8 3 2 2
8467200.sq1	[0,0,0,-10855950,13767334000]	8 3 2 2
8467200.sr1	[0,0,0,-163258200,802965744000]	8 3 2 2
8467200.ss1	[0,0,0,-4534950,-3717434000]	8 3 2 2
8467200.st1	[0,0,0,-390814200,-2973744144000]	8 3 2 2
8467200.su1	[0,0,0,-221550,-40138000]	8 3 2 2
8467200.sv1	[0,0,0,-43423800,-110138672000]	8 3 2 2
8467200.sw1	[0,0,0,-1993950,-1083726000]	8 3 2 2
8467200.sx1	[0,0,0,-40814550,-100370718000]	8 3 2 2
8467200.sy1	[0,0,0,-6615000,7408800000]	8 3 2 2
8467200.sz1	[0,0,0,-7350,-274400]	8 3 2 2
8467200.ta1	[0,0,0,-66150,-7408800]	8 3 2 2
8467200.tb1	[0,0,0,-735000,274400000]	8 3 2 2
8467200.tc1	[0,0,0,-257250,50421000]	8 3 2 2
8467200.td1	[0,0,0,-189000,31752000]	8 3 2 2
8467200.te1	[0,0,0,-2315250,1361367000]	8 3 2 2
8467200.tf1	[0,0,0,-21000,1176000]	8 3 2 2
8467200.tg1	[0,0,0,-9790200,-11790576000]	8 3 2 2
8467200.th1	[0,0,0,-13325550,-18722998000]	8 3 2 2
8467200.ti1	[0,0,0,-5674200,44326576000]	8 3 2 2
8467200.tj1	[0,0,0,51450,-67228000]	8 3 2 2
8467200.tk1	[0,0,0,37800,-42336000]	8 3 2 2
8467200.tl1	[0,0,0,463050,-1815156000]	8 3 2 2
8467200.tm1	[0,0,0,-51067800,1196817552000]	8 3 2 2
8467200.tn1	[0,0,0,4200,-1568000]	8 3 2 2
8467200.to1	[0,0,0,-1087800,-436688000]	8 3 2 2
8467200.tp1	[0,0,0,-119929950,-505520946000]	8 3 2 2
8467200.tq1	[0,0,0,4498200,-9348808000]	8 3 2 2
8467200.tr1	[0,0,0,40483800,-252417816000]	8 3 2 2
8467200.ts1	[0,0,0,-7350,343000]	8 3 2 2
8467200.tt1	[0,0,0,-66150,9261000]	8 3 2 2
8467200.tu1	[0,0,0,-16927050,-34857718000]	8 3 2 2
8467200.tv1	[0,0,0,-12436200,-21951216000]	8 3 2 2
8467200.tw1	[0,0,0,-676200,-214032000]	8 3 2 2
8467200.tx1	[0,0,0,-6085800,-5778864000]	8 3 2 2
8467200.ty1	[0,0,0,-152343450,-941158386000]	8 3 2 2
8467200.tz1	[0,0,0,-1381800,-813008000]	8 3 2 2
8467200.ua1	[0,0,0,-88200,-10976000]	8 3 2 2
8467200.ub1	[0,0,0,198450,64827000]	8 3 2 2
8467200.uc1	[0,0,0,22050,2401000]	8 3 2 2
8467200.ud1	[0,0,0,-793800,-296352000]	8 3 2 2
8467200.ue1	[0,0,0,205800,1018024000]	8 3 2 2
8467200.uf1	[0,0,0,37800,-80136000]	8 3 2 2
8467200.ug1	[0,0,0,9450,10017000]	8 3 2 2
8467200.uh1	[0,0,0,51450,-127253000]	8 3 2 2
8467200.ui1	[0,0,0,4200,-2968000]	8 3 2 2
8467200.uj1	[0,0,0,1852200,27486648000]	8 3 2 2
8467200.uk1	[0,0,0,463050,-3435831000]	8 3 2 2
8467200.ul1	[0,0,0,1050,371000]	8 3 2 2
8467200.um1	[0,0,0,-22050,1372000]	8 3 2 2
8467200.un1	[0,0,0,793800,-518616000]	8 3 2 2
8467200.uo1	[0,0,0,88200,-19208000]	8 3 2 2
8467200.up1	[0,0,0,-198450,37044000]	8 3 2 2
8467200.uq1	[0,0,0,-3109050,2743902000]	8 3 2 2
8467200.ur1	[0,0,0,-67708200,278861744000]	8 3 2 2
8467200.us1	[0,0,0,-169050,26754000]	8 3 2 2
8467200.ut1	[0,0,0,-1521450,722358000]	8 3 2 2
8467200.uu1	[0,0,0,-345450,101626000]	8 3 2 2
8467200.uv1	[0,0,0,-609373800,7529267088000]	8 3 2 2
8467200.uw1	[0,0,0,-29400,-2744000]	8 3 2 2
8467200.ux1	[0,0,0,-264600,-74088000]	8 3 2 2
8467200.uy1	[0,0,0,-133770,-18823840]	8 3 2 2
8467200.uz1	[0,0,0,-98280,-11854080]	8 3 2 2
8467200.va1	[0,0,0,-120393000,508243680000]	8 3 2 2
8467200.vb1	[0,0,0,-68250,6860000]	8 3 2 2
8467200.vc1	[0,0,0,-4681950,-3899224000]	8 3 2 2
8467200.vd1	[0,0,0,-3439800,-2455488000]	8 3 2 2
8467200.ve1	[0,0,0,-42137550,-105279048000]	8 3 2 2
8467200.vf1	[0,0,0,-382200,-90944000]	8 3 2 2
8467200.vg1	[0,0,0,-13377000,18823840000]	8 3 2 2
8467200.vh1	[0,0,0,-614250,185220000]	8 3 2 2
8467200.vi1	[0,0,0,-1203930,-508243680]	8 3 2 2
8467200.vj1	[0,0,0,-10920,-439040]	8 3 2 2
8467200.vk1	[0,0,0,1323000,-4815720000]	8 3 2 2
8467200.vl1	[0,0,0,1470,178360]	8 3 2 2
8467200.vm1	[0,0,0,13230,4815720]	8 3 2 2
8467200.vn1	[0,0,0,147000,-178360000]	8 3 2 2
8467200.vo1	[0,0,0,-441000,109760000]	8 3 2 2
8467200.vp1	[0,0,0,-39690,-2963520]	8 3 2 2
8467200.vq1	[0,0,0,-4410,-109760]	8 3 2 2
8467200.vr1	[0,0,0,-3969000,2963520000]	8 3 2 2
8467200.vs1	[0,0,0,198450,18522000]	8 3 2 2
8467200.vt1	[0,0,0,22050,686000]	8 3 2 2
8467200.vu1	[0,0,0,-4200,56000]	8 3 2 2
8467200.vv1	[0,0,0,-463050,64827000]	8 3 2 2
8467200.vw1	[0,0,0,-183750,25725000]	8 3 2 2
8467200.vx1	[0,0,0,-264600,-44452800]	8 3 2 2
8467200.vy1	[0,0,0,-357210,74828880]	8 3 2 2
8467200.vz1	[0,0,0,-169050,26616800]	8 3 2 2
8467200.wa1	[0,0,0,-152145000,-718653600000]	8 3 2 2
8467200.wb1	[0,0,0,-3969000,-2771440000]	8 3 2 2
8467200.wc1	[0,0,0,-5250,245000]	8 3 2 2
8467200.wd1	[0,0,0,-9261000,18151560000]	8 3 2 2
8467200.we1	[0,0,0,-7560,-423360]	8 3 2 2
8467200.wf1	[0,0,0,-10290,-672280]	8 3 2 2
8467200.wg1	[0,0,0,-840,-15680]	8 3 2 2
8467200.wh1	[0,0,0,-92610,-18151560]	8 3 2 2
8467200.wi1	[0,0,0,-47250,6615000]	8 3 2 2
8467200.wj1	[0,0,0,-1029000,672280000]	8 3 2 2
8467200.wk1	[0,0,0,-35721000,-74828880000]	8 3 2 2
8467200.wl1	[0,0,0,-16905000,-26616800000]	8 3 2 2
8467200.wm1	[0,0,0,-1521450,718653600]	8 3 2 2
8467200.wn1	[0,0,0,-39690,2771440]	8 3 2 2
8467200.wo1	[0,0,0,-29400,-1646400]	8 3 2 2
8467200.wp1	[0,0,0,-1653750,694575000]	8 3 2 2
8467200.wq1	[0,0,0,-37800,1512000]	8 3 2 2
8467200.wr1	[0,0,0,-51450,2401000]	8 3 2 2
8467200.ws1	[0,0,0,4200,-56000]	8 3 2 2
8467200.wt1	[0,0,0,1852200,518616000]	8 3 2 2
8467200.wu1	[0,0,0,463050,-64827000]	8 3 2 2
8467200.wv1	[0,0,0,1050,7000]	8 3 2 2
8467200.ww1	[0,0,0,-1050,147000]	8 3 2 2
8467200.wx1	[0,0,0,-463050,-1361367000]	8 3 2 2
8467200.wy1	[0,0,0,-1852200,10890936000]	8 3 2 2
8467200.wz1	[0,0,0,-4200,-1176000]	8 3 2 2
8467200.xa1	[0,0,0,-51450,-50421000]	8 3 2 2
8467200.xb1	[0,0,0,-9450,3969000]	8 3 2 2
8467200.xc1	[0,0,0,-37800,-31752000]	8 3 2 2
8467200.xd1	[0,0,0,-205800,403368000]	8 3 2 2
8467200.xe1	[0,0,0,205800,19208000]	8 3 2 2
8467200.xf1	[0,0,0,37800,-1512000]	8 3 2 2
8467200.xg1	[0,0,0,9450,189000]	8 3 2 2
8467200.xh1	[0,0,0,51450,-2401000]	8 3 2 2
8467200.xi1	[0,0,0,-1852200,-518616000]	8 3 2 2
8467200.xj1	[0,0,0,-1050,-7000]	8 3 2 2
8467200.xk1	[0,0,0,-735000,-205800000]	8 3 2 2
8467200.xl1	[0,0,0,-66150,5556600]	8 3 2 2
8467200.xm1	[0,0,0,-1428840,-598631040]	8 3 2 2
8467200.xn1	[0,0,0,-676200,-212934400]	8 3 2 2
8467200.xo1	[0,0,0,-38036250,89831700000]	8 3 2 2
8467200.xp1	[0,0,0,-992250,346430000]	8 3 2 2
8467200.xq1	[0,0,0,-2315250,-2268945000]	8 3 2 2
8467200.xr1	[0,0,0,-21000,-1960000]	8 3 2 2
8467200.xs1	[0,0,0,-41160,5378240]	8 3 2 2
8467200.xt1	[0,0,0,-1890,52920]	8 3 2 2
8467200.xu1	[0,0,0,-370440,145212480]	8 3 2 2
8467200.xv1	[0,0,0,-210,1960]	8 3 2 2
8467200.xw1	[0,0,0,-257250,-84035000]	8 3 2 2
8467200.xx1	[0,0,0,-189000,-52920000]	8 3 2 2
8467200.xy1	[0,0,0,-8930250,9353610000]	8 3 2 2
8467200.xz1	[0,0,0,-4226250,3327100000]	8 3 2 2
8467200.ya1	[0,0,0,-6085800,-5749228800]	8 3 2 2
8467200.yb1	[0,0,0,-158760,-22171520]	8 3 2 2
8467200.yc1	[0,0,0,-7350,205800]	8 3 2 2
8467200.yd1	[0,0,0,-6615000,-5556600000]	8 3 2 2
8467200.ye1	[0,0,0,-205800,-19208000]	8 3 2 2
8467200.yf1	[0,0,0,-9450,-189000]	8 3 2 2
8467200.yg1	[0,0,0,793800,-148176000]	8 3 2 2
8467200.yh1	[0,0,0,88200,-5488000]	8 3 2 2
8467200.yi1	[0,0,0,-110250,-13720000]	8 3 2 2
8467200.yj1	[0,0,0,-158760,23708160]	8 3 2 2
8467200.yk1	[0,0,0,-17640,878080]	8 3 2 2
8467200.yl1	[0,0,0,-992250,-370440000]	8 3 2 2
8467200.ym1	[0,0,0,330750,601965000]	8 3 2 2
8467200.yn1	[0,0,0,5880,-1426880]	8 3 2 2
8467200.yo1	[0,0,0,52920,-38525760]	8 3 2 2
8467200.yp1	[0,0,0,36750,22295000]	8 3 2 2
8467200.yq1	[0,0,0,-24570,1481760]	8 3 2 2
8467200.yr1	[0,0,0,-535080,150590720]	8 3 2 2
8467200.ys1	[0,0,0,-273000,-54880000]	8 3 2 2
8467200.yt1	[0,0,0,-30098250,-63530460000]	8 3 2 2
8467200.yu1	[0,0,0,-859950,306936000]	8 3 2 2
8467200.yv1	[0,0,0,-18727800,31193792000]	8 3 2 2
8467200.yw1	[0,0,0,-95550,11368000]	8 3 2 2
8467200.yx1	[0,0,0,-168550200,842232384000]	8 3 2 2
8467200.yy1	[0,0,0,-2457000,-1481760000]	8 3 2 2
8467200.yz1	[0,0,0,-3344250,-2352980000]	8 3 2 2
8467200.za1	[0,0,0,-2730,54880]	8 3 2 2
8467200.zb1	[0,0,0,-4815720,4065949440]	8 3 2 2
8467200.zc1	[0,0,0,-3930978450,94863492164000]	8 3 2 2
8467200.zd1	[0,0,0,-35378806050,2561314288428000]	8 3 2 2
8467200.ze1	[0,0,0,7350,686000]	8 3 2 2
8467200.zf1	[0,0,0,-303450,64414000]	8 3 2 2
8467200.zg1	[0,0,0,-535285800,4772304432000]	8 3 2 2
8467200.zh1	[0,0,0,-2731050,1739178000]	8 3 2 2
8467200.zi1	[0,0,0,-59476200,176752016000]	8 3 2 2
8467200.zj1	[0,0,0,66150,18522000]	8 3 2 2
8467200.zk1	[0,0,0,-4200,224000]	8 3 2 2
8467200.zl1	[0,0,0,-463050,259308000]	8 3 2 2
8467200.zm1	[0,0,0,-37800,6048000]	8 3 2 2
8467200.zn1	[0,0,0,-51450,9604000]	8 3 2 2
8467200.zo1	[0,0,0,-11443950,-14900949000]	8 3 2 2
8467200.zp1	[0,0,0,-1271550,-551887000]	8 3 2 2
8467200.zq1	[0,0,0,-45775800,119207592000]	8 3 2 2
8467200.zr1	[0,0,0,-5086200,4415096000]	8 3 2 2
8467200.zs1	[0,0,0,-1852200,-2074464000]	8 3 2 2
8467200.zt1	[0,0,0,-1050,-28000]	8 3 2 2
8467200.zu1	[0,0,0,-205800,-76832000]	8 3 2 2
8467200.zv1	[0,0,0,-9450,-756000]	8 3 2 2
8467200.zw1	[0,0,0,29400,-5488000]	8 3 2 2
8467200.zx1	[0,0,0,-133821450,-596538054000]	8 3 2 2
8467200.zy1	[0,0,0,-1213800,-515312000]	8 3 2 2
8467200.zz1	[0,0,0,-14869050,-22094002000]	8 3 2 2
8467200.baa1	[0,0,0,-10924200,-13913424000]	8 3 2 2
8467200.bab1	[0,0,0,264600,-148176000]	8 3 2 2
8467200.bac1	[0,0,0,-15723913800,-758907937312000]	8 3 2 2
8467200.bad1	[0,0,0,-141515224200,-20490514307424000]	8 3 2 2
8467200.bae1	[0,0,0,-676200,-216776000]	8 3 2 2
8467200.baf1	[0,0,0,-6085800,-5852952000]	8 3 2 2
8467200.bag1	[0,0,0,-1800750,840350000]	8 3 2 2
8467200.bah1	[0,0,0,-1323000,529200000]	8 3 2 2
8467200.bai1	[0,0,0,-264600,-148176000]	8 3 2 2
8467200.baj1	[0,0,0,-2593080,-1452124800]	8 3 2 2
8467200.bak1	[0,0,0,-1470,-19600]	8 3 2 2
8467200.bal1	[0,0,0,-288120,-53782400]	8 3 2 2
8467200.bam1	[0,0,0,-13230,-529200]	8 3 2 2
8467200.ban1	[0,0,0,-29400,-5488000]	8 3 2 2
8467200.bao1	[0,0,0,-16206750,22689450000]	8 3 2 2
8467200.bap1	[0,0,0,-147000,19600000]	8 3 2 2
8467200.baq1	[0,0,0,-330750,-66150000]	8 3 2 2
8467200.bar1	[0,0,0,-7203000,-6722800000]	8 3 2 2
8467200.bas1	[0,0,0,-66150,18522000]	8 3 2 2
8467200.bat1	[0,0,0,-5880,156800]	8 3 2 2
8467200.bau1	[0,0,0,-648270,181515600]	8 3 2 2
8467200.bav1	[0,0,0,-52920,4233600]	8 3 2 2
8467200.baw1	[0,0,0,-72030,6722800]	8 3 2 2
8467200.bax1	[0,0,0,-7350,686000]	8 3 2 2
8467200.bay1	[0,0,0,-36750,-2450000]	8 3 2 2
8467200.baz1	[0,0,0,-64827000,-181515600000]	8 3 2 2
8467200.bba1	[0,0,0,-169050,27097000]	8 3 2 2
8467200.bbb1	[0,0,0,-1521450,731619000]	8 3 2 2
9525600.a1	[0,0,0,-2381400,1433602800]	5 5 2 2
9525600.b1	[0,0,0,-231525,43218000]	5 5 2 2
9525600.c1	[0,0,0,-2083725,1166886000]	5 5 2 2
9525600.d1	[0,0,0,-264600,53096400]	5 5 2 2
9525600.e1	[0,0,0,-88200,14406000]	5 5 2 2
9525600.f1	[0,0,0,-11907000,15836310000]	5 5 2 2
9525600.g1	[0,0,0,-1323000,586530000]	5 5 2 2
9525600.h1	[0,0,0,-793800,388962000]	5 5 2 2
9525600.i1	[0,0,0,-52920,4692240]	5 5 2 2
9525600.j1	[0,0,0,33075,3087000]	5 5 2 2
9525600.k1	[0,0,0,297675,83349000]	5 5 2 2
9525600.l1	[0,0,0,-476280,126690480]	5 5 2 2
9525600.m1	[0,0,0,-6615000,6637050000]	5 5 2 2
9525600.n1	[0,0,0,-42525,-3402000]	5 5 2 2
9525600.o1	[0,0,0,-4725,-126000]	5 5 2 2
9525600.p1	[0,0,0,-59535000,179200350000]	5 5 2 2
9525600.q1	[0,0,0,-7441875,-6772106250]	5 5 2 2
9525600.r1	[0,0,0,-826875,-250818750]	5 5 2 2
9525600.s1	[0,0,0,-18654300,-31228092000]	5 5 2 2
9525600.t1	[0,0,0,-6482700,6252204000]	5 5 2 2
9525600.u1	[0,0,0,-58344300,168809508000]	5 5 2 2
9525600.v1	[0,0,0,-2072700,-1156596000]	5 5 2 2
9525600.w1	[0,0,0,-1431675,658890750]	5 5 2 2
9525600.x1	[0,0,0,-297675,-145860750]	5 5 2 2
9525600.y1	[0,0,0,-33075,-5402250]	5 5 2 2
9525600.z1	[0,0,0,-12885075,17790050250]	5 5 2 2
9525600.ba1	[0,0,0,-1190700,-666792000]	5 5 2 2
9525600.bb1	[0,0,0,-10716300,13508712000]	5 5 2 2
9525600.bc1	[0,0,0,-96446700,364735224000]	5 5 2 2
9525600.bd1	[0,0,0,-132300,-24696000]	5 5 2 2
9525600.be1	[0,0,0,-631368675,-6101987235750]	5 5 2 2
9525600.bf1	[0,0,0,-70152075,-225999527250]	5 5 2 2
9525600.bg1	[0,0,0,-1190700,-492156000]	5 5 2 2
9525600.bh1	[0,0,0,-132300,-18228000]	5 5 2 2
9525600.bi1	[0,0,0,-58245075,-175359350250]	5 5 2 2
9525600.bj1	[0,0,0,-6471675,-6494790750]	5 5 2 2
9525600.bk1	[0,0,0,-33075,-2006550]	5 5 2 2
9525600.bl1	[0,0,0,-297675,63540750]	5 5 2 2
9525600.bm1	[0,0,0,-2679075,1715600250]	5 5 2 2
9525600.bn1	[0,0,0,-297675,-54176850]	5 5 2 2
9525600.bo1	[0,0,0,-265790700,-1665708156000]	5 5 2 2
9525600.bp1	[0,0,0,-617400,-187278000]	5 5 2 2
9525600.bq1	[0,0,0,-2778300,-1555848000]	5 5 2 2
9525600.br1	[0,0,0,-308700,-57624000]	5 5 2 2
9525600.bs1	[0,0,0,-5556600,-5056506000]	5 5 2 2
9525600.bt1	[0,0,0,-2392116300,-44974120212000]	5 5 2 2
9525600.bu1	[0,0,0,-99225,-13891500]	5 5 2 2
9525600.bv1	[0,0,0,-37800,-2898000]	5 5 2 2
9525600.bw1	[0,0,0,-340200,-78246000]	5 5 2 2
9525600.bx1	[0,0,0,-11025,-514500]	5 5 2 2
9525600.by1	[0,0,0,-24310125,-46135215000]	5 5 2 2
9525600.bz1	[0,0,0,-19845,1076040]	5 5 2 2
9525600.ca1	[0,0,0,-19845,-2222640]	5 5 2 2
9525600.cb1	[0,0,0,283088925,-1242962799750]	5 5 2 2
9525600.cc1	[0,0,0,31454325,-46035659250]	5 5 2 2
9525600.cd1	[0,0,0,-2205,-82320]	5 5 2 2
9525600.ce1	[0,0,0,-178605,29053080]	5 5 2 2
9525600.cf1	[0,0,0,-218791125,-1245650805000]	5 5 2 2
9525600.cg1	[0,0,0,127575,-50179500]	5 5 2 2
9525600.ch1	[0,0,0,-33075,-4887750]	5 5 2 2
9525600.ci1	[0,0,0,-297675,-131969250]	5 5 2 2
9525600.cj1	[0,0,0,14175,-1858500]	5 5 2 2
9525600.ck1	[0,0,0,-83349000,292888386000]	5 5 2 2
9525600.cl1	[0,0,0,-9261000,10847718000]	5 5 2 2
9525600.cm1	[0,0,0,-12971882700,568659937356000]	5 5 2 2
9525600.cn1	[0,0,0,-2382590700,-44763318684000]	5 5 2 2
9525600.co1	[0,0,0,-264732300,-1657900692000]	5 5 2 2
9525600.cp1	[0,0,0,-116746944300,15353818308612000]	5 5 2 2
9525600.cq1	[0,0,0,-189000,-31626000]	5 5 2 2
9525600.cr1	[0,0,0,-1701000,-853902000]	5 5 2 2
9525600.cs1	[0,0,0,88200,-2058000]	5 5 2 2
9525600.ct1	[0,0,0,694575,637465500]	5 5 2 2
9525600.cu1	[0,0,0,6251175,17211568500]	5 5 2 2
9525600.cv1	[0,0,0,793800,-55566000]	5 5 2 2
9525600.cw1	[0,0,0,-55125,-10290000]	5 5 2 2
9525600.cx1	[0,0,0,-4465125,3631635000]	5 5 2 2
9525600.cy1	[0,0,0,-8751645,-9965206440]	5 5 2 2
9525600.cz1	[0,0,0,793800,8999634000]	5 5 2 2
9525600.da1	[0,0,0,7144200,242990118000]	5 5 2 2
9525600.db1	[0,0,0,-972405,-369081720]	5 5 2 2
9525600.dc1	[0,0,0,-496125,134505000]	5 5 2 2
9525600.dd1	[0,0,0,-496125,-277830000]	5 5 2 2
9525600.de1	[0,0,0,396900,-111132000]	5 5 2 2
9525600.df1	[0,0,0,-33075,771750]	5 5 2 2
9525600.dg1	[0,0,0,-2679075,1785057750]	5 5 2 2
